,Apulia,Arla,Arnum,Bacau,Bakkeveen,Ballangen,Belle-Ile-en-Mer,Bialowieza,Bolzano,Buckarby,Bursa,Bussiéres,Calabria,Callantsoog,České Budejovice,Chernobyl,Cirencester,Cuxhaven,Dieren,Diptford,Dontreix,Eksingedal,Feleacu,Frýdek-Místek,Hage,Hakel forest,Harestua,Havelberg,Heidenheim,Heslington,Jezersko,Jutland,Kamnica,Kobylnica,Kolari,Kopaonik Mts.,Korgen,Korpilahti,Kramfors,Krásnohorské Podhradie,Krupina,Kuusamo,Kvandalfors,Le Quartier,Lieksa,Lillesand,Linda,Lizard Peninsula,Lolland,Mala Kapela,Malselvfossen,Maud,Mikkeli,Morges,Mšec,Neuborn,Noordwijk,Nordnes,North Hill,Nova Kapela,Ócsa,Osogovo Mts.,Ostashkov,Pallasjärvi,Pickering,Pihen-lé-Guines,Pisavaara,Plešivica Mts.,Polichno,Pravenec,Pyhätunturi,Pyrenees,Rana,Ratzerburg,Ribeaville,Ringebu,Risør,Rosello,Roslin,Skelleftea,Skjomdalen,Skjomdalen 2,Skog,Snåsa,Solnik,St Jean-le-Thomas,Stensoffa,Strmosten,Suonenjoki,Surnadal,Tohmajärvi,Torsby,Umea,Urwitalt,Vammala,Varde,Vimoutiers,Virolahti,Vysoké Tatry,Wicken
Stensoffa,0.501113869,0.095095674,0.146795554,0.222026883,0.202018163,0.410661153,0.322577617,0.208247421,0.359772325,0.153561551,0.453329195,0.374432428,0.525829715,0.300353495,0.207404364,0.241559999,0.275017264,0.224867111,0.217573943,0.316231111,0.36104655,0.342340226,0.286232039,0.191680426,0.205327631,0.176216012,0.144145956,0.229739004,0.174240506,0.250829484,0.208311498,0.169831166,0.240138212,0.204989553,0.351319009,0.264096865,0.298315433,0.340464295,0.210906266,0.300122433,0.177732451,0.325286505,0.387756957,0.356763393,0.322814766,0.257703155,0.258590969,0.32835694,0.169046191,0.304793185,0.502839579,0.409836021,0.343163991,0.270729331,0.201920733,0.222149166,0.287653611,0.364686467,0.280461677,0.251208484,0.290314518,0.293521286,0.277821685,0.351050733,0.273512559,0.24618916,0.357827136,0.300282374,0.190712424,0.18373139,0.334738967,0.570980717,0.341237551,0.148249569,0.256865093,0.204175851,0.243001952,0.414829955,0.294532516,0.358601339,0.464945608,0.47488629,0.169001704,0.253511744,0.265835796,0.342174146,0,0.242876899,0.328105767,0.231117259,0.323409825,0.119484913,0.278687288,0.244084289,0.351041621,0.133252417,0.30015905,0.325841822,0.185050525,0.274253413
Strmosten,0.348378079,0.279474265,0.233464753,0.105111801,0.1629071,0.34398753,0.220266149,0.129584981,0.17459803,0.323263909,0.283136228,0.233933177,0.389447376,0.247970976,0.11888209,0.156691943,0.251232239,0.232980913,0.19156773,0.293778811,0.20783681,0.431731699,0.167078591,0.126401376,0.193294501,0.156982822,0.287800284,0.191892251,0.10418364,0.239233872,0.132219669,0.231063841,0.044890348,0.150940353,0.253159973,0.046450481,0.276137632,0.264750676,0.289194742,0.215655212,0.101710841,0.222494986,0.353193553,0.225517924,0.244294923,0.386286255,0.18927856,0.305526301,0.238281982,0.121318147,0.394823865,0.382143714,0.264302055,0.165592031,0.148964985,0.233671291,0.255160234,0.314088699,0.252473344,0.044759464,0.120927845,0.089752967,0.192470907,0.244909231,0.249530021,0.167424069,0.250065628,0.111755486,0.127765912,0.115919937,0.240123083,0.447463031,0.313936932,0.188214291,0.175019227,0.344450208,0.364352701,0.25010153,0.277304424,0.281466942,0.41101683,0.428479487,0.317927392,0.339423622,0.084775924,0.223724773,0.242876899,0,0.248282518,0.33208671,0.243482736,0.299462592,0.2907291,0.187519198,0.27146948,0.167161009,0.189147657,0.251738854,0.107275185,0.248285451
Suonenjoki,0.489015154,0.36299737,0.320642743,0.209040225,0.275065984,0.285428801,0.327723587,0.130014125,0.349595888,0.405655761,0.451976235,0.376872221,0.517487057,0.365480522,0.240432065,0.128889527,0.347951809,0.320482907,0.297313602,0.389155961,0.354474893,0.510574338,0.278219742,0.20587163,0.287502547,0.254512208,0.380535884,0.273018446,0.233653873,0.333745765,0.204741882,0.317852519,0.249340273,0.228878173,0.153732751,0.255075812,0.215418568,0.018576644,0.320937871,0.282128176,0.180746866,0.07401002,0.264700782,0.36961087,0.025826724,0.468902819,0.274430221,0.399964269,0.331643524,0.291143986,0.4837363,0.47264804,0.030105579,0.280677141,0.243997152,0.333063745,0.359380742,0.232930021,0.351553208,0.262337766,0.300403105,0.28931085,0.114573144,0.145581541,0.352044148,0.258455749,0.132940801,0.289797381,0.184836927,0.205043255,0.135975057,0.564367133,0.246886763,0.278139182,0.269379723,0.429800028,0.452487535,0.401852096,0.369233589,0.162706493,0.350683581,0.356724095,0.396156633,0.407194768,0.258275843,0.356531307,0.328105767,0.248282518,0,0.425536687,0.032989735,0.387264813,0.261347189,0.202810015,0.039418959,0.26814552,0.332226006,0.025744156,0.182753209,0.350568836
Surnadal,0.730748163,0.186962043,0.346413351,0.327218995,0.34973173,0.608080684,0.537587318,0.307347396,0.538061359,0.154991305,0.575431206,0.541909978,0.662167234,0.489509063,0.342749055,0.340810428,0.397591488,0.366195473,0.345523539,0.446099789,0.523233571,0.224585214,0.491635884,0.294107483,0.326624551,0.306010266,0.162863868,0.469723775,0.280188658,0.359696727,0.310692472,0.317935746,0.339185763,0.353338768,0.523919494,0.353652305,0.362637249,0.440783039,0.158731574,0.452953827,0.278353932,0.45496219,0.4783026,0.468530335,0.423413089,0.1386945,0.490339625,0.4651685,0.375136522,0.510281678,0.723746406,0.570338044,0.446869014,0.494917706,0.326482731,0.434034145,0.442863869,0.478508849,0.412580065,0.343072059,0.40365334,0.399878327,0.399080051,0.518420942,0.402420396,0.466543817,0.519047508,0.498610615,0.326424608,0.292507903,0.516734224,0.736048321,0.421618772,0.312330395,0.489572903,0.11046493,0.186090798,0.593638265,0.420520458,0.527131237,0.628638613,0.60364548,0.113023531,0.103054397,0.379392033,0.45724895,0.231117259,0.33208671,0.425536687,0,0.4260019,0.160527437,0.327481829,0.362149826,0.460390119,0.31131166,0.418439172,0.428869817,0.286974492,0.397119519
Tohmajärvi,0.489365399,0.360024139,0.317288362,0.203801661,0.275708655,0.285771924,0.330427031,0.128146888,0.348057477,0.403307897,0.45222116,0.377922598,0.51843106,0.366237209,0.238406686,0.122394321,0.3472869,0.319964985,0.296547273,0.386240278,0.355503033,0.5078752,0.272932614,0.204141037,0.286008033,0.255722271,0.377608729,0.272151483,0.231034577,0.333111072,0.201660607,0.314904757,0.244504488,0.226085598,0.149567321,0.253611788,0.215138418,0.056355085,0.317622179,0.284317444,0.17637561,0.067779313,0.264130464,0.367299677,0.021842105,0.465703342,0.274870906,0.396977095,0.330054888,0.294471528,0.483633571,0.471470944,0.054719138,0.277352657,0.241949155,0.334198756,0.358825851,0.231238666,0.349748233,0.259068554,0.298309978,0.289564117,0.110659077,0.143871268,0.351538686,0.266733337,0.132586684,0.283135529,0.182245933,0.200707343,0.136267875,0.563721334,0.247923206,0.280676443,0.268412896,0.427344209,0.450008675,0.402322555,0.36941559,0.165920489,0.346480577,0.351698389,0.392941086,0.406992557,0.258950178,0.357515971,0.323409825,0.243482736,0.032989735,0.4260019,0,0.383655131,0.259307378,0.200421717,0.074590772,0.269328531,0.330393308,0.048970208,0.181097263,0.347488074
Torsby,0.569089492,0.052690789,0.253984574,0.291113733,0.288067922,0.473474987,0.391767345,0.274735009,0.429211186,0.052854825,0.505990688,0.450382064,0.575785296,0.388248323,0.287171924,0.314059747,0.341484658,0.301885574,0.297124823,0.383188628,0.435008705,0.273529169,0.367728296,0.259221705,0.271910448,0.253352832,0.048241563,0.320841028,0.246352404,0.312930668,0.271128998,0.248545024,0.303705073,0.287155207,0.430223409,0.322527957,0.327165724,0.399087052,0.174042642,0.37015388,0.244019104,0.401556027,0.42612063,0.418482331,0.381597105,0.1556977,0.349452155,0.397427578,0.283030192,0.384950432,0.567396495,0.476253449,0.402608632,0.346481754,0.277128389,0.327285078,0.368359346,0.412924191,0.353549348,0.307071664,0.352006621,0.357031993,0.352788978,0.42775678,0.345644403,0.31503459,0.43048996,0.378324074,0.274701582,0.254420543,0.415236229,0.622775505,0.375167981,0.242233372,0.335631265,0.089897745,0.15999496,0.486082174,0.363109051,0.428992846,0.516613874,0.518603945,0.072215443,0.193157192,0.330335978,0.408429167,0.119484913,0.299462592,0.387264813,0.160527437,0.383655131,0,0.291333558,0.31571488,0.411234061,0.227505389,0.370335151,0.388059116,0.252379896,0.344257758
Umea,0.578775514,0.282741589,0.325558332,0.265286146,0.30949482,0.342288993,0.396180868,0.2174127,0.416893925,0.307773571,0.512509378,0.439302361,0.586522209,0.406953237,0.289426929,0.240087195,0.371001947,0.334939353,0.318997262,0.409473678,0.416331641,0.427314051,0.348898447,0.242914447,0.296893855,0.275171837,0.293729648,0.326926811,0.252255902,0.342803874,0.248219383,0.311617367,0.296685105,0.280797382,0.309553404,0.301354341,0.139653497,0.281573208,0.140383348,0.35971614,0.222422171,0.269835463,0.254189115,0.410937339,0.261820263,0.369993399,0.343653655,0.427322152,0.344366162,0.363453617,0.573382072,0.512584327,0.279684759,0.335357781,0.279177722,0.361612155,0.388378161,0.239262321,0.372731144,0.300510566,0.346215338,0.341255195,0.262111905,0.313733308,0.371306227,0.312235985,0.305773213,0.363416701,0.252999509,0.239709226,0.301476007,0.641149092,0.202543223,0.288309298,0.33456514,0.32606513,0.372888096,0.471631131,0.38955828,0.240887091,0.399475999,0.397394413,0.275323288,0.256418741,0.311153507,0.398771882,0.278687288,0.2907291,0.261347189,0.327481829,0.259307378,0.291333558,0,0.280287137,0.296284005,0.278055016,0.368201393,0.273122992,0.228597803,0.369024528
Urwitalt,0.447658552,0.289131909,0.239679717,0.13784845,0.200207324,0.339726821,0.280742256,0.06498768,0.303898759,0.33533243,0.408437563,0.32775539,0.483927576,0.290787442,0.161644794,0.103239958,0.282526617,0.241016174,0.220054707,0.324803479,0.304065094,0.462726073,0.205408565,0.124534229,0.212197949,0.170658994,0.314238566,0.207869181,0.156221062,0.265424958,0.129251272,0.236462175,0.187475332,0.12823129,0.243663588,0.199472999,0.262626706,0.215455977,0.293886185,0.218038465,0.101077865,0.198765111,0.333232834,0.322322198,0.200571,0.410210008,0.196370595,0.335318728,0.246613212,0.239933285,0.459556831,0.409074541,0.216608022,0.23512892,0.16177108,0.248853724,0.284115176,0.299825873,0.282962615,0.19846805,0.240670723,0.234553466,0.133659461,0.23162784,0.284220684,0.217745371,0.235405897,0.236903505,0.08973496,0.123632475,0.218892743,0.535932631,0.301060531,0.188047048,0.216239668,0.366908104,0.392055527,0.358030939,0.30490705,0.264329886,0.404327179,0.415242886,0.333551865,0.35869159,0.197931639,0.307996869,0.244084289,0.187519198,0.202810015,0.362149826,0.200421717,0.31571488,0.280287137,0,0.227929581,0.186726524,0.273520218,0.198375345,0.097566835,0.283153404
Vammala,0.520699601,0.384902839,0.345355599,0.238055012,0.305967105,0.32640586,0.361434495,0.155899834,0.382914714,0.431194452,0.476985068,0.407165376,0.542723557,0.397832225,0.268106233,0.159297814,0.369878481,0.343386631,0.324885601,0.410070867,0.385839403,0.541361256,0.315154015,0.22998494,0.308455207,0.277516941,0.412607836,0.306643006,0.261310155,0.3525725,0.228409557,0.338035829,0.275381747,0.258316311,0.195530473,0.28196404,0.246658487,0.028203504,0.350815278,0.306837101,0.205773064,0.126131029,0.297858429,0.395644777,0.067223744,0.497467018,0.305640489,0.420814071,0.360793231,0.322725928,0.509193158,0.498216165,0.055596841,0.30501248,0.267792677,0.367271905,0.385577594,0.274332042,0.376693335,0.285545922,0.327519374,0.316365909,0.149715852,0.18714697,0.373582163,0.295651623,0.184914145,0.321672344,0.215527371,0.230320881,0.176965262,0.588158454,0.279579385,0.304504228,0.305587684,0.458152759,0.48626366,0.432115598,0.393048383,0.207566448,0.382045692,0.389341145,0.420576239,0.438474728,0.289501036,0.38534614,0.351041621,0.27146948,0.039418959,0.460390119,0.074590772,0.411234061,0.296284005,0.227929581,0,0.296642882,0.357992135,0.042072279,0.208759526,0.372561822
Varde,0.472634423,0.200788094,0.062294575,0.148095823,0.12319101,0.385953832,0.250514743,0.135746869,0.27684706,0.260626714,0.423614934,0.301209157,0.512585908,0.226923893,0.128467603,0.154737747,0.228568415,0.16192271,0.143140914,0.276242321,0.283925632,0.447079433,0.193935936,0.126809877,0.145012094,0.115072809,0.234337243,0.163088281,0.099199624,0.207313159,0.139865087,0.111765055,0.157034159,0.130774231,0.272484223,0.178676639,0.279189455,0.283096141,0.258861018,0.24690648,0.105601372,0.244216948,0.37376303,0.299619194,0.267850553,0.365456763,0.187646237,0.293603042,0.128712109,0.220070659,0.484672172,0.394710137,0.287363167,0.208216589,0.139379035,0.129533589,0.227836315,0.337963551,0.230261112,0.178347175,0.20977103,0.223368703,0.204254055,0.26799729,0.228740579,0.167783928,0.276208425,0.208250495,0.115493755,0.118722161,0.248807926,0.5783815,0.330002512,0.092201904,0.179930391,0.308490596,0.349640918,0.341962643,0.253422309,0.311788527,0.471408996,0.480006979,0.26672848,0.325427963,0.172561284,0.278242547,0.133252417,0.167161009,0.26814552,0.31131166,0.269328531,0.227505389,0.278055016,0.186726524,0.296642882,0,0.226826629,0.265961705,0.108171012,0.22591557
Vimoutiers,0.444529981,0.338705686,0.289651597,0.207945961,0.188692848,0.452938518,0.127971351,0.214478661,0.267136561,0.391979798,0.420815117,0.129266742,0.47589469,0.282427469,0.196698275,0.230116489,0.277372519,0.293974946,0.208061971,0.322278752,0.109748908,0.54095994,0.247809331,0.200357282,0.237210962,0.202954804,0.360038578,0.228626542,0.140582524,0.259572201,0.215400128,0.286488281,0.187706046,0.22698148,0.319014499,0.20053131,0.371136656,0.346426805,0.36457388,0.315252472,0.180277192,0.301486592,0.445408982,0.115068125,0.333006771,0.476161939,0.239382819,0.341008441,0.297161644,0.234859935,0.480741002,0.440959321,0.351487218,0.137492615,0.219175828,0.27456842,0.281318987,0.412617278,0.2819327,0.203854444,0.261241636,0.234433642,0.277283631,0.314222299,0.274636472,0.16969913,0.324703733,0.216869166,0.208500988,0.192828713,0.305369116,0.455328259,0.407182341,0.240089873,0.152771111,0.425824614,0.457155727,0.303429619,0.306275979,0.375571527,0.532774378,0.544127842,0.387235481,0.431117468,0.186076018,0.071739461,0.30015905,0.189147657,0.332226006,0.418439172,0.330393308,0.370335151,0.368201393,0.273520218,0.357992135,0.226826629,0,0.330957588,0.186261284,0.26866716
Virolahti,0.491059006,0.363772645,0.320181504,0.208188186,0.277746715,0.297741342,0.327198928,0.126797722,0.352169552,0.407373543,0.456206027,0.377626665,0.520090622,0.36496544,0.243080989,0.123565059,0.350597601,0.319380247,0.298017395,0.39096977,0.356871244,0.514524656,0.277414325,0.209699837,0.287247594,0.253524359,0.380878935,0.269998319,0.235224271,0.338226282,0.2062247,0.314501002,0.252524386,0.224541673,0.164279533,0.256521109,0.227377315,0.024375764,0.326672323,0.285465555,0.183515907,0.086482756,0.27546444,0.371986905,0.046334793,0.470620022,0.26860741,0.400666909,0.331028864,0.290011266,0.487927558,0.476769107,0.037369625,0.283023375,0.244040941,0.331411833,0.359834193,0.246521101,0.355563719,0.266797254,0.305754482,0.295078402,0.116183953,0.155595679,0.355354301,0.265126827,0.149080474,0.289387623,0.183029424,0.20659672,0.144794963,0.568990258,0.258776326,0.279977521,0.273830791,0.430980152,0.455216563,0.400771117,0.37332962,0.181229786,0.360619217,0.365831617,0.397340058,0.410510461,0.259146941,0.360153194,0.325841822,0.251738854,0.025744156,0.428869817,0.048970208,0.388059116,0.273122992,0.198375345,0.042072279,0.265961705,0.330957588,0,0.183507474,0.353178913
Vysoké Tatry,0.371684522,0.231969512,0.169864627,0.05697642,0.108700556,0.288781329,0.206181437,0.051656887,0.208284752,0.275707171,0.342227846,0.235230631,0.425894423,0.199349113,0.067316648,0.080506837,0.21013716,0.165038252,0.137920155,0.251647645,0.212059486,0.400502122,0.116750207,0.050565429,0.137055868,0.092342974,0.241003276,0.117864242,0.070129601,0.196918974,0.051727084,0.169469272,0.102615621,0.060031428,0.197337733,0.115758488,0.223304066,0.197927597,0.238935526,0.136901671,0.019804496,0.157438885,0.298848462,0.240221596,0.180428027,0.349006706,0.122682388,0.262966926,0.169101391,0.155801943,0.405551488,0.339532817,0.201785472,0.160067236,0.083059937,0.166523667,0.204064685,0.255145149,0.2050766,0.116211748,0.156453314,0.153050013,0.110912312,0.184556669,0.207004616,0.133052148,0.187418431,0.139799988,0.036033278,0.041776701,0.16950464,0.477964086,0.259343247,0.113019412,0.140504483,0.302235129,0.323795727,0.278695612,0.230153584,0.218173976,0.364969366,0.382775719,0.271133582,0.298841963,0.111501534,0.227909706,0.185050525,0.107275185,0.182753209,0.286974492,0.181097263,0.252379896,0.228597803,0.097566835,0.208759526,0.108171012,0.186261284,0.183507474,0,0.203740518
Wicken,0.507916036,0.322270686,0.261263763,0.24035378,0.165895307,0.452687853,0.313068681,0.23308486,0.361371725,0.369888143,0.465342612,0.363874072,0.536594612,0.246899692,0.210758225,0.264892477,0.045701737,0.246947109,0.165139202,0.079072167,0.342533638,0.492265487,0.295151906,0.209282446,0.197569167,0.18679513,0.34855815,0.251340254,0.159244361,0.072668157,0.225750727,0.267685455,0.240518148,0.236864478,0.368217031,0.269585997,0.368376844,0.364198214,0.351202902,0.325012988,0.195462952,0.346732862,0.437430761,0.341748056,0.349832207,0.43656261,0.258458426,0.120259134,0.27407711,0.314323816,0.518781079,0.310210284,0.367683453,0.26608385,0.216432514,0.280401801,0.237825436,0.412763611,0.051771106,0.258644469,0.302052169,0.299794858,0.303270231,0.365699423,0.10150867,0.201558002,0.36813299,0.300754189,0.225863628,0.207047866,0.350521417,0.576370572,0.401449681,0.22164523,0.213371248,0.397337512,0.425744758,0.424027695,0.146127755,0.393622881,0.507718198,0.520036516,0.36320905,0.40538579,0.271374359,0.318976395,0.274253413,0.248285451,0.350568836,0.397119519,0.347488074,0.344257758,0.369024528,0.283153404,0.372561822,0.22591557,0.26866716,0.353178913,0.203740518,0
